id,title,year,authors,venue,entityUrl
1670,The IMPRESS DDT: a database design toolbox based on a formal specification language,1994,"Jan Flokstra, Maurice van Keulen, Jacek Skowronek",International Conference on Management of Data,191951
1671,The MEDUSA project: autonomous data management in a shared-nothing parallel database machine,1994,"G. M. Bryan, W. E. Moore, B. J. Curry, K. W. Lodge, J. Geyer",International Conference on Management of Data,191955
1672,EOS: an extensible object store,1994,"Alexandros Biliris, Euthimios Panagos",International Conference on Management of Data,191983
1673,The MYRIAD federated database prototype,1994,"S.-Y. Hwang, E.-P. Lim, H.-R. Yang, S. Musukula, K. Mediratta, M. Ganesh, D. Clements, J. Stenoien, J. Srivastava",International Conference on Management of Data,191986
1674,GENESYS: a system for efficient spatial query processing,1994,"Thomas Brinkhoff, Hans-Peter Kriegel, Ralf Schneider, Bernhard Seeger",International Conference on Management of Data,191988
1675,Open object database management systems,1994,Jos&#233; A. Blakeley,International Conference on Management of Data,191989
1676,XSB as a deductive database,1994,"Konstantinos Sagonas, Terrance Swift, David S. Warren",International Conference on Management of Data,191970
1677,Quest: a project on database mining,1994,"R. Agrawal, M. Carey, C. Faloutsos, S. Ghosh, M. Houtsma, T. Imieli&#324;ski, B. Iyer, A. Mahboob, H. Miranda, R. Srikant, A. Swami",International Conference on Management of Data,191972
1678,Query by diagram: a graphical environment for querying databases,1994,"Tiziana Catarci, Giuseppe Santucci",International Conference on Management of Data,191976
1679,DBLearn: a system prototype for knowledge discovery in relational databases,1994,"Jiawei Han, Yongjian Fu, Yue Huang, Yandong Cai, Nick Cercone",International Conference on Management of Data,191979
1680,How to modify SQL queries in order to guarantee sure answers,1994,H.-J. Klein,ACM SIGMOD Record,187445
1681,Research issues in databases for ARCS: Active Rapidly Changing data Systems,1994,Anindya Datta,ACM SIGMOD Record,187442
1682,"Response to the ODMG-93 commentary written by Dr. Won Kim of UniSQL, Inc.",1994,CORPORATE Object Database Management Group,ACM SIGMOD Record,187439
1683,Formal aspects of concurrency control in long-duration transaction systems using the NT/PV model,1994,"Henry F. Korth, Greg Speegle",ACM Transactions on Database Systems (TODS),185854
1684,The impact of database research on industrial products (panel),1994,"Jos&#233; A. Blakeley, Dan Fishman, David Lomet, Michael Stonebraker",ACM SIGMOD Record,187455
1685,Announcement-the temporal query language TSQL2 final language definition,1994,"Richard Thomas Snodgrass, Ilsoo Ahn, Gad Ariav, Don Batory, James Clifford, Curtis E. Dyreson, Ramez Elmasri, Fabio Grandi, Christian S. Jensen, Wolfgang K&#228;fer, Nick Kline, Krishna Kulkarni, T. Y. Cliff Leung, Nikos Lorentzos, John F. Roddick, Arie Segev, Michael D. Soo, Suryanarayana M. Sripada",ACM SIGMOD Record,187454
1686,A TSQL2 tutorial,1994,"Richard Thomas Snodgrass, Ilsoo Ahn, Gad Ariav, Don Batory, James Clifford, Curtis E. Dyreson, Ramez Elmasri, Fabio Grandi, Christian S. Jensen, Wolfgang K&#228;fer, Nick Kline, Krishna Kulkarni, T. Y. Cliff Leung, Nikos Lorentzos, John F. Roddick, Arie Segev, Michael D. Soo, Suryanarayana M. Sripada",ACM SIGMOD Record,187449
1687,Performance evaluation of a new distributed deadlock detection algorithm,1994,"Chim-fu Yeung, Sheung-lun Hung, Kam-yiu Lam",ACM SIGMOD Record,187447
1688,Jumping on the NII bandwagon,1994,Xiaolei Qian,ACM SIGMOD Record,187462
1689,Database research at NTHU and ITRI,1994,Arbee L. P. Chen,ACM SIGMOD Record,187460
1690,Medical information systems: characterization and challenges,1994,"Jorge C. G. Ramirez, Lon A. Smith, Lynn L. Peterson",ACM SIGMOD Record,187458
1691,Research issues in active database systems: report from the closing panel at RIDE-ADS '94,1994,Jennifer Widom,ACM SIGMOD Record,187457
1692,Metadata for multimedia documents,1994,"Klemens B&#246;hm, Thomas C. Rakow",ACM SIGMOD Record,190635
1693,A new join algorithm,1994,"Dong Keun Shin, Arnold Charles Meltzer",ACM SIGMOD Record,190633
1694,Data modelling in the large,1994,Martin Bertram,ACM SIGMOD Record,190631
1695,Are the terms version and variant orthogonal to one another?,1994,Hartmut Wedekind,ACM SIGMOD Record,190628
1696,Supporting dynamic displays using active rules,1994,"Oscar D&#237;az, Arturo Jaime, Norman W. Paton, Ghassan al-Qaimari",ACM SIGMOD Record,181555
1697,Constructing the next 100 database management systems: like the handyman or like the engineer?,1994,"Andreas Geppert, Klaus R. Dittrich",ACM SIGMOD Record,181556
1698,Research perspectives for time series management systems,1994,"Werner Dreyer, Angelika Kotz Dittrich, Duri Schmidt",ACM SIGMOD Record,181553
1699,A hypertext query language for images,1994,Li Yang,ACM SIGMOD Record,181554
1700,TSQL2 language specification,1994,"Richard Thomas Snodgrass, Ilsoo Ahn, Gadi Ariav, Don Batory, James Clifford, Curtis E. Dyreson, Ramez Elmasri, Fabio Grandi, Christian S. Jensen, Wolfgang K&#228;fer, Nick Kline, Krishna Kulkarni, T. Y. Cliff Leung, Nikos Lorentzos, John F. Roddick, Arie Segev, Michael D. Soo, Suryanarayana M. Sripada",ACM SIGMOD Record,181562
1701,Comprehension syntax,1994,"Peter Buneman, Leonid Libkin, Dan Suciu, Val Tannen, Limsoon Wong",ACM SIGMOD Record,181564
1702,Towards an infrastructure for temporal databases: report of an invitational ARPA/NSF workshop,1994,"Niki Pissinou, Richard Thomas Snodgrass, Ramez Elmasri, Inderpal S. Mumick, Tamer &#214;zsu, Barbara Pernici, Arie Segev, Babis Theodoulidis, Umeshwar Dayal",ACM SIGMOD Record,181557
1703,A consensus glossary of temporal database concepts,1994,"Curtis Dyreson, Fabio Grandi, Wolfgang K&#228;fer, Nick Kline, Nikos Lorentzos, Yannis Mitsopoulos, Angelo Montanari, Daniel Nonen, Elisa Peressi, Barbara Pernici, John F. Roddick, Nandlal L. Sarda, Maria Rita Scalas, Arie Segev, Richard Thomas Snodgrass, Mike D. Soo, Abdullah Tansel, Paolo Tiberio, Gio Wiederhold",ACM SIGMOD Record,181560
1704,The database research group at ETH Zurich,1994,"Moira C. Norrie, Stephen M. Blott, Hans-J&#246;rg Schek, Gerhard Weikum",ACM SIGMOD Record,181567
1705,Influencing database language standards,1994,Leonard Gallagher,ACM SIGMOD Record,181568
1706,Text databases: a survey of text models and systems,1994,Arjan Loeffen,ACM SIGMOD Record,181565
1707,Databases for GIS,1994,"Claudia Bauzer Medeiros, Fatima Pires",ACM SIGMOD Record,181566
1708,Evaluation of remote backup algorithms for transaction-processing systems,1994,"Christos A. Polyzois, H&#233;ctor Garc&#237;a-Molina",ACM Transactions on Database Systems (TODS),185836
1709,Synthesis of extended transaction models using ACTA,1994,"Panos K. Chrysanthis, Krithi Ramamritham",ACM Transactions on Database Systems (TODS),185843
1710,Progress on HPCC and NII,1994,Marianne Winslett,ACM SIGMOD Record,181569
1711,Automatic generation of production rules for integrity maintenance,1994,"Stefano Ceri, Piero Fraternali, Stefano Paraboschi, Letizia Tanca",ACM Transactions on Database Systems (TODS),185828
1712,Data modeling of time-based media,1994,"Simon Gibbs, Christian Breiteneder, Dennis Tsichritzis",International Conference on Management of Data,191856
1713,Staggered striping in multimedia information systems,1994,"Steven Berson, Shahram Ghandeharizadeh, Richard Muntz, Xiangyu Ju",International Conference on Management of Data,191852
1714,Combinatorial pattern discovery for scientific data: some preliminary results,1994,"Jason Tsong-Li Wang, Gung-Wei Chirn, Thomas G. Marr, Bruce Shapiro, Dennis Shasha, Kaizhong Zhang",International Conference on Management of Data,191863
1715,Implementation of magic-sets in a relational database system,1994,"Inderpal Singh Mumick, Hamid Pirahesh",International Conference on Management of Data,191860
1716,Incomplete path expressions and their disambiguation,1994,"Yannis E. Ioannidis, Yezdi Lashkari",International Conference on Management of Data,191870
1717,The effectiveness of GIOSS for the text database discovery problem,1994,"Luis Gravano, H&#233;ctor Garc&#237;a-Molina, Anthony Tomasic",International Conference on Management of Data,191869
1718,Adaptive selectivity estimation using query feedback,1994,"Chungmin Melvin Chen, Nick Roussopoulos",International Conference on Management of Data,191874
1719,Optimization of dynamic query evaluation plans,1994,"Richard L. Cole, Goetz Graefe",International Conference on Management of Data,191872
1720,On parallel execution of multiple pipelined hash joins,1994,"Hui-I Hsiao, Ming-Syan Chen, Philip S. Yu",International Conference on Management of Data,191879
1721,Estimating page fetches for index scans with finite LRU buffers,1994,"Arun Swami, K. Bernhard Schiefer",International Conference on Management of Data,191877
1722,Spatial joins using seeded trees,1994,"Ming-Ling Lo, Chinya V. Ravishankar",International Conference on Management of Data,191881
1723,Multi-step processing of spatial joins,1994,"Thomas Brinkhoff, Hans-Peter Kriegel, Ralf Schneider, Bernhard Seeger",International Conference on Management of Data,191880
1724,AlphaSort: a RISC machine sort,1994,"Chris Nyberg, Tom Barclay, Zarka Cvetanovic, Jim Gray, Dave Lomet",International Conference on Management of Data,191884
1725,Managing memory for real-time queries,1994,"Hwee Hwa Pang, Michael J. Carey, Miron Livny",International Conference on Management of Data,191882
1726,Distributed file organization with scalable cost/performance,1994,"Radek Vingralek, Yuri Breitbart, Gerhard Weikum",International Conference on Management of Data,191889
1727,Quickly generating billion-record synthetic databases,1994,"Jim Gray, Prakash Sundaresan, Susanne Englert, Ken Baclawski, Peter J. Weinberger",International Conference on Management of Data,191886
1728,Metadata in video databases,1994,"Ramesh Jain, Arun Hampapur",ACM SIGMOD Record,190638
1729,A metadatabase system for semantic image search by a mathematical model of meaning,1994,"Yasushi Kiyoki, Takashi Kitagawa, Takanari Hayama",ACM SIGMOD Record,190639
1730,Sequoia 2000 metadata schema for satellite images,1994,"Jean T. Anderson, Michael Stonebraker",ACM SIGMOD Record,190642
1731,Using metadata for the intelligent browsing of structured media objects,1994,"William I. Grosky, Farshad Fotouhi, Ishwar K. Sethi, Bogdan Capatina",ACM SIGMOD Record,190644
1732,Metadata for integrating speech documents in a text retrieval system,1994,"Ulrike Glavitsch, Peter Sch&#228;uble, Martin Wechsler",ACM SIGMOD Record,190645
1733,Metadata for mixed-media access,1994,"Francine Chen, Marti Hearst, Julian Kupiec, Jan Pedersen, Lynn Wilcox",ACM SIGMOD Record,190646
1734,Loading databases using dataflow parallelism,1994,"Tom Barclay, Robert Barnes, Jim Gray, Prakash Sundaresan",ACM SIGMOD Record,190647
1735,Recent design trade-offs in SQL3,1994,"Nelson Mattos, Linda G. DeMichiel",ACM SIGMOD Record,190648
1736,Unix RDBMS: the next generation what are the Unix relational-database vendors doing to survive in the next generation of client/server environments,1994,Bill Rosenblatt,ACM SIGMOD Record,190649
1737,Sleepers and workaholics: caching strategies in mobile environments,1994,"Daniel Barbar&#225;, Tomasz Imieli&#324;ski",International Conference on Management of Data,191844
1738,Data replication for mobile computers,1994,"Yixiu Huang, Prasad Sistla, Ouri Wolfson",International Conference on Management of Data,191845
1739,Energy efficient indexing on air,1994,"Tomasz Imielinski, S. Viswanathan, B. R. Badrinath",International Conference on Management of Data,191846
1740,SIGMOD challenges paper: database issues in telecommunications network management,1994,Ilsoo Ahn,International Conference on Management of Data,191847
1741,ASSET: a system for supporting extended transactions,1994,"A. Biliris, S. Dar, N. Gehani, H. V. Jagadish, K. Ramamritham",International Conference on Management of Data,191848
1742,ARIES/CSA: a method for database recovery in client-server architectures,1994,"C. Mohan, Inderpal Narang",International Conference on Management of Data,191849
1743,Ensuring relaxed atomicity for flexible transactions in multidatabase systems,1994,"Aidong Zhang, Marian Nodine, Bharat Bhargava, Omran Bukhres",International Conference on Management of Data,191850
1744,Virtual database technology,1997,"Ashish Gupta, Venky Harinarayan, Anand Rajaraman",ACM SIGMOD Record,271093
1745,Research issues in federated database systems: report of EFDBS '97 workshop,1997,"S. Conrad, B. Eaglestone, W. Hasselbring, M. Roantree, M. Sch&#246;hoff, M. Str&#228;ssler, M. Vermeer, F. Saltor",ACM SIGMOD Record,271089
1746,Information systems research at George Mason University,1997,"Sushil Jajodia, Daniel Barbar&#225;, Alex Brodsky, Larry Kerschberg, Ami Motro, Edgar Sibley, X. Sean Wang",ACM SIGMOD Record,271095
1747,"The five-minute rule ten years later, and other computer storage rules of thumb",1997,"Jim Gray, Goetz Graefe",ACM SIGMOD Record,271094
1748,Extracting entity profiles from semistructured information spaces,1997,"Robert A. Nado, Scott B. Huffman",ACM SIGMOD Record,271083
1749,Integrating dynamically-fetched external information into a DBMS for semistructured data,1997,"Jason McHugh, Jennifer Widom",ACM SIGMOD Record,271082
1750,Workshop on workflow management in scientific and engineering applications-report,1997,"R. McClatchey, G. Vossen",ACM SIGMOD Record,271087
1751,Inferring structure in semistructured data,1997,"Svetlozer Nestorov, Serge Abiteboul, Rajeev Motwani",ACM SIGMOD Record,271084
1752,Management of semistructured data,1997,Dan Suciu,ACM SIGMOD Record,271077
1753,"Research in databases and data-intensive applications: Computer Science Dept. and FIZ, University of Karlsruhe",1997,"Brigitta K&#246;nig-Ries, Peter C. Lockermann",ACM SIGMOD Record,262771
1754,Semistructured and structured data in the Web: going back and forth,1997,"Paolo Atzeni, Giansalvatore Mecca, Paolo Merialdo",ACM SIGMOD Record,271080
1755,Wrapper generation for semi-structured Internet sources,1997,"Naveen Ashish, Craig A. Knoblock",ACM SIGMOD Record,271078
1756,Database systems-breaking out of the box,1997,"Avi Silberschatz, Stan Zdonik",ACM SIGMOD Record,262768
1757,Asserting beliefs in MLS relational models,1997,"Nenad A. Jukic, Susan V. Vrbsky",ACM SIGMOD Record,262767
1758,Lore: a database management system for semistructured data,1997,"Jason McHugh, Serge Abiteboul, Roy Goldman, Dallas Quass, Jennifer Widom",ACM SIGMOD Record,262770
1759,Report on DART '96: databases: active and real-time (concepts meet practice),1997,"Krithi Ramamritham, Nandit Soparkar",ACM SIGMOD Record,262769
1760,Where will object technology drive data administration?,1998,Arnon Rosenthal,ACM SIGMOD Record,273270
1761,Repositories and object oriented databases,1998,Philip A. Bernstein,ACM SIGMOD Record,273271
1762,Towards on-line analytical mining in large databases,1998,Jiawei Han,ACM SIGMOD Record,273273
1763,Intelligent access to heterogeneous information sources: report on the 4th workshop on knowledge representation meets databases,1997,"Franz Baader, Manfred A. Jeusfeld, Werner Nutt",ACM SIGMOD Record,274461
1764,An extensible notation for spatiotemporal index queries,1998,"Vassilis J. Tsotras, Christian S. Jensen, Richard Thomas Snodgrass",ACM SIGMOD Record,273258
1765,T2: a customizable parallel database for multi-dimensional data,1998,"Chialin Chang, Anurag Acharya, Alan Sussman, Joel Saltz",ACM SIGMOD Record,273264
1766,Workflow history management,1998,"Pinar Koksal, Sena Nural Arpinar, Asuman Dogac",ACM SIGMOD Record,273265
1767,Towards a richer Web object model,1998,Frank Manola,ACM SIGMOD Record,273267
1768,Materialized views and data warehouses,1998,Nick Roussopoulos,ACM SIGMOD Record,273253
1769,Applications of JAVA programming language to database management,1998,"Bradley F. Burton, Victor W. Marek",ACM SIGMOD Record,273254
1770,Unbundling active functionality,1998,"Stella Gatziu, Arne Koschel, G&#252;nter von B&#252;ltzingsloewen, Hans Fritschi",ACM SIGMOD Record,273255
1771,Mining fuzzy association rules in databases,1998,"Chan Man Kuok, Ada Fu, Man Hon Wong",ACM SIGMOD Record,273257
1772,The database and information system research group at the University of ULM,1997,"Peter Dadam, Wolfgang Klas",ACM SIGMOD Record,271096
1773,Workshop report on experiences using object data management in the real-world,1998,Akmal B. Chaudhri,ACM SIGMOD Record,273247
1774,Report on the second IEEE metadata conference (Metadata '97),1998,"Ron Musick, Chris Miller",ACM SIGMOD Record,273249
1775,PREDATOR: a resource for database research,1998,Praveen Seshadri,ACM SIGMOD Record,273251
1776,Your mediators need data conversion!,1998,"Sophie Cluet, Claude Delobel, J&#233;r&#466;me Sim&#233;on, Katarzyna Smaga",International Conference on Management of Data,276321
1777,Dimensionality reduction for similarity searching in dynamic databases,1998,"K. V. Ravi Kanth, Divyakant Agrawal, Ambuj Singh",International Conference on Management of Data,276320
1778,Optimal multi-step k-nearest neighbor search,1998,"Thomas Seidl, Hans-Peter Kriegel",International Conference on Management of Data,276319
1779,The pyramid-technique: towards breaking the curse of dimensionality,1998,"Stefan Berchtold, Christian B&#246;hm, Hans-Peter Kriegal",International Conference on Management of Data,276318
1780,Cost-based query scrambling for initial delays,1998,"Tolga Urhan, Michael J. Franklin, Laurent Amsaleg",International Conference on Management of Data,276317
1781,Interaction of query evaluation and buffer management for information retrieval,1998,"Bj&#246;rn T. J&#243;nsson, Michael J. Franklin, Divesh Srivastava",International Conference on Management of Data,276316
1782,Efficient mid-query re-optimization of sub-optimal query execution plans,1998,"Navin Kabra, David J. DeWitt",International Conference on Management of Data,276315
1783,Automatic subspace clustering of high dimensional data for data mining applications,1998,"Rakesh Agrawal, Johannes Gehrke, Dimitrios Gunopulos, Prabhakar Raghavan",International Conference on Management of Data,276314
1784,Efficiently mining long patterns from databases,1998,"Roberto J. Bayardo, Jr.",International Conference on Management of Data,276313
1785,CURE: an efficient clustering algorithm for large databases,1998,"Sudipto Guha, Rajeev Rastogi, Kyuseok Shim",International Conference on Management of Data,276312
1786,Changing the rules: transformations for rule-based optimizers,1998,"Mitch Cherniack, Stan Zdonik",International Conference on Management of Data,276311
1787,Query unnesting in object-oriented databases,1998,Leonidas Fegaras,International Conference on Management of Data,276310
1788,Reusing invariants: a new strategy for correlated queries,1998,"Jun Rao, Kenneth A. Ross",International Conference on Management of Data,276309
1789,Parallel mining algorithms for generalized association rules with classification hierarchy,1998,"Takahiko Shintani, Masaru Kitsuregawa",International Conference on Management of Data,276308
1790,Exploratory mining and pruning optimizations of constrained associations rules,1998,"Raymond T. Ng, Laks V. S. Lakshmanan, Jiawei Han, Alex Pang",International Conference on Management of Data,276307
1791,Query flocks: a generalization of association-rule mining,1998,"Dick Tsur, Jeffrey D. Ullman, Serge Abiteboul, Chris Clifton, Rajeev Motwani, Svetlozar Nestorov, Arnon Rosenthal",International Conference on Management of Data,276306
1792,Bitmap index design and evaluation,1998,"Chee-Yong Chan, Yannis E. Ioannidis",International Conference on Management of Data,276336
1793,AutoAdmin what-if index analysis utility,1998,"Surajit Chaudhuri, Vivek Narasayya",International Conference on Management of Data,276337
1794,New sampling-based summary statistics for improving approximate query answers,1998,"Phillip B. Gibbons, Yossi Matias",International Conference on Management of Data,276334
1795,Integrating association rule mining with relational database systems: alternatives and implications,1998,"Sunita Sarawagi, Shiby Thomas, Rakesh Agrawal",International Conference on Management of Data,276335
1796,Enhanced hypertext categorization using hyperlinks,1998,"Soumen Chakrabarti, Byron Dom, Piotr Indyk",International Conference on Management of Data,276332
1797,Cost-based optimization of decision support queries using transient-views,1998,"Subbu N. Subramanian, Shivakumar Venkataraman",International Conference on Management of Data,276333
1798,NoDoSE-a tool for semi-automatically extracting structured and semistructured data from text documents,1998,Brad Adelberg,International Conference on Management of Data,276330
1799,Extracting schema from semistructured data,1998,"Svetlozar Nestorov, Serge Abiteboul, Rajeev Motwani",International Conference on Management of Data,276331
1800,Caching multidimensional queries using chunks,1998,"Prasad M. Deshpande, Karthikeyan Ramasamy, Amit Shukla, Jeffrey F. Naughton",International Conference on Management of Data,276328
1801,Simultaneous optimization and evaluation of multiple dimensional queries,1998,"Yihong Zhao, Prasad M. Deshpande, Jeffrey F. Naughton, Amit Shukla",International Conference on Management of Data,276329
1802,Incremental distance join algorithms for spatial databases,1998,"G&#237;sli R. Hjaltason, Hanan Samet",International Conference on Management of Data,276326
1803,An alternative storage organization for ROLAP aggregate views based on cubetrees,1998,"Yannis Kotidis, Nick Roussopoulos",International Conference on Management of Data,276327
1804,The DEDALE system for complex spatial queries,1998,"St&#233;phane Grumbach, Philippe Rigaux, Luc Segoufin",International Conference on Management of Data,276324
1805,Similarity query processing using disk arrays,1998,"Apostolos N. Papadopoulos, Yannis Manolopoulos",International Conference on Management of Data,276325
1806,Using schematically heterogeneous structures,1998,Re&#233;e J. Miller,International Conference on Management of Data,276322
1807,Integration of heterogeneous databases without common domains using queries based on textual similarity,1998,William W. Cohen,International Conference on Management of Data,276323
1808,A framework for implementing hypothetical queries,1997,"Timothy Griffin, Richard Hull",International Conference on Management of Data,253304
1809,On saying Enough already! in SQL,1997,"Michael J. Carey, Donald Kossmann",International Conference on Management of Data,253302
1810,Dynamic itemset counting and implication rules for market basket data,1997,"Sergey Brin, Rajeev Motwani, Jeffrey D. Ullman, Shalom Tsur",International Conference on Management of Data,253325
1811,High-performance sorting on networks of workstations,1997,"Andrea C. Arpaci-Dusseau, Remzi H. Arpaci-Dusseau, David E. Culler, Joseph M. Hellerstein, David A. Patterson",International Conference on Management of Data,253322
1812,Scalable parallel data mining for association rules,1997,"Eui-Hong Han, George Karypis, Vipin Kumar",International Conference on Management of Data,253330
1813,Beyond market baskets: generalizing association rules to correlations,1997,"Sergey Brin, Rajeev Motwani, Craig Silverstein",International Conference on Management of Data,253327
1814,DEVise: integrated querying and visual exploration of large datasets,1997,"M. Livny, R. Ramakrishnan, K. Beyer, G. Chen, D. Donjerkovic, S. Lawande, J. Myllymaki, K. Wenger",International Conference on Management of Data,253335
1815,Efficiently supporting ad hoc queries in large datasets of time sequences,1997,"Flip Korn, H. V. Jagadish, Christos Faloutsos",International Conference on Management of Data,253332
1816,The BUCKY object-relational benchmark,1997,"Michael J. Carey, David J. DeWitt, Jeffrey F. Naughton, Mohammad Asgarian, Paul Brown, Johannes E. Gehrke, Dhaval N. Shah",International Conference on Management of Data,253283
1817,Database performance in the real world: TPC-D and SAP R/3,1997,"Joachen Doppelhammer, Thomas H&#246;ppler, Alfons Kemper, Donald Kossmann",International Conference on Management of Data,253280
1818,An array-based algorithm for simultaneous multidimensional aggregates,1997,"Yihong Zhao, Prasad M. Deshpande, Jeffrey F. Naughton",International Conference on Management of Data,253288
1819,The STRIP rule system for efficiently maintaining derived data,1997,"Brad Adelberg, Hector Garcia-Molina, Jennifer Widom",International Conference on Management of Data,253287
1820,Balancing push and pull for data broadcast,1997,"Swarup Acharya, Michael Franklin, Stanley Zdonik",International Conference on Management of Data,253293
1821,Online aggregation,1997,"Joseph M. Hellerstein, Peter J. Haas, Helen J. Wang",International Conference on Management of Data,253291
1822,STARTS: Stanford proposal for Internet meta-searching,1997,"Luis Gravano, Chen-Chuan K. Chang, H&#233;ctor Garc&#237;a-Molina, Andreas Paepcke",International Conference on Management of Data,253299
1823,InfoSleuth: agent-based semantic integration of information in open and dynamic environments,1997,"R. J. Bayardo, Jr., W. Bohrer, R. Brice, A. Cichocki, J. Fowler, A. Helal, V. Kashyap, T. Ksiezyk, G. Martin, M. Nodine, M. Rashid, M. Rusinkiewicz, R. Shea, C. Unnikrishnan, A. Unruh, D. Woelk",International Conference on Management of Data,253294
1824,Supporting multiple view maintenance policies,1997,"Latha S. Colby, Akira Kawaguchi, Daniel F. Lieuwen, Inderpal Singh Mumick, Kenneth A. Ross",International Conference on Management of Data,253353
1825,Efficient view maintenance at data warehouses,1997,"D. Agrawal, A. El Abbadi, A. Singh, T. Yurek",International Conference on Management of Data,253355
1826,Eliminating costly redundant computations from SQL trigger executions,1997,"Fran&#231;ois Llirbat, Fran&#231;oise Fabret, Eric Simon",International Conference on Management of Data,253357
1827,Temporal aggregation in active database rules,1997,"Iakovos Motakis, Carlo Zaniolo",International Conference on Management of Data,253359
1828,Association rules over interval data,1997,"R. J. Miller, Y. Yang",International Conference on Management of Data,253361
1829,Secure transaction processing in firm real-time database systems,1997,"Binto George, Jayant Haritsa",International Conference on Management of Data,253362
1830,A unified framework for enforcing multiple access control policies,1997,"Sushil Jajodia, Pierangela Samarati, V. S. Subrahmanian, Eliza Bertino",International Conference on Management of Data,253364
1831,Revisiting commit processing in distributed database systems,1997,"Ramesh Gupta, Jayant Haritsa, Krithi Ramamritham",International Conference on Management of Data,253366
1832,Partitioned garbage collection of a large object store,1997,"Umesh Maheshwari, Barbara Liskov",International Conference on Management of Data,253338
1833,Size separation spatial join,1997,"Nick Koudas, Kenneth C. Sevcik",International Conference on Management of Data,253340
1834,"Building a scaleable geo-spatial DBMS: technology, implementation, and evaluation",1997,"Jignesh Patel, JieBing Yu, Navin Kabra, Kristin Tufte, Biswadeep Nag, Josef Burger, Nancy Hall, Karthikeyan Ramasamy, Roger Lueder, Curt Ellmann, Jim Kupsch, Shelly Guo, Johan Larson, David De Witt, Jeffrey Naughton",International Conference on Management of Data,253342
1835,A toolkit for negotiation support interfaces to multi-dimensional data,1997,"Michael Gebhardt, Matthias Jarke, Stephan Jacobs",International Conference on Management of Data,253344
1836,Distance-based indexing for high-dimensional metric spaces,1997,"Tolga Bozkaya, Meral Ozsoyoglu",International Conference on Management of Data,253345
1837,The SR-tree: an index structure for high-dimensional nearest neighbor queries,1997,"Norio Katayama, Shin'ichi Satoh",International Conference on Management of Data,253347
1838,Wave-indices: indexing evolving databases,1997,"Narayanan Shivakumar, H&#233;ctor Garc&#237;a-Molina",International Conference on Management of Data,253349
1839,On-line warehouse view maintenance,1997,"Dallan Quass, Jennifer Widom",International Conference on Management of Data,253352
1840,Template-based wrappers in the TSIMMIS system,1997,"Joachim Hammer, H&#233;ctor Garc&#237;a-Molina, Svetlozar Nestorov, Ramana Yerneni, Marcus Breunig, Vasilis Vassalos",International Conference on Management of Data,253395
1841,MDM: a multiple-data model tool for the management of heterogeneous database schemes,1997,"Paolo Atzeni, Riccardo Torlone",International Conference on Management of Data,253393
1842,The Context Interchange mediator prototype,1997,"S. Bressan, C. H. Goh, K. Fynn, M. Jakobisiak, K. Hussein, H. Kon, T. Lee, S. Madnick, T. Pena, J. Qu, A. Shum, M. Siegel",International Conference on Management of Data,253389
1843,SEMCOG: an object-based image retrieval system and its visual query interface,1997,"Wen-Syan Li, K. Sel&#231;uk Candan, Kyoji Hirata, Yoshinori Hara",International Conference on Management of Data,253384
1844,The distributed information search component (Disco) and the World Wide Web,1997,"Anthony Tomasic, R&#233;my Amouroux, Philippe Bonnet, Olga Kapitskaia, Hubert Naacke, Louiqa Raschid",International Conference on Management of Data,253402
1845,The InfoSleuth Project,1997,"R. J. Bayardo, Jr., W. Bohrer, R. Brice, A. Cichocki, J. Fowler, A. Halal, V. Kashyap, T. Ksiezyk, G. Martin, M. Nodine, M. Rashid, M. Rusinkiewicz, R. Shea, C. Unnikrishnan, A. Unruh, D. Woelk",International Conference on Management of Data,253401
1846,Infomaster: an information integration system,1997,"Michael R. Genesereth, Arthur M. Keller, Oliver M. Duschka",International Conference on Management of Data,253400
1847,Languages for multi-database interoperability,1997,"Fr&#233;d&#233;ric Gingras, Laks V. S. Lakshmanan, Iyer N. Subramanian, Despina Papoulis, Nematollaah Shiri",International Conference on Management of Data,253397
1848,Data warehousing and OLAP for decision support,1997,"Surajit Chaudhuri, Umeshwar Dayal",International Conference on Management of Data,253373
1849,Databases on the Web: technologies for federation architectures and case studies,1997,Ralf Kramer,International Conference on Management of Data,253372
1850,"Object-relational database systems (tutorial): principles, products and challenges",1997,"Michael J. Carey, Nelson M. Mattos, Anil K. Nori",International Conference on Management of Data,253370
1851,"Lessons from Wall Street: case studies in configuration, tuning, and distribution",1997,Dennis Shasha,International Conference on Management of Data,253368
1852,DEVise (demo abstract): integrated querying and visual exploration of large datasets,1997,"M. Livny, R. Ramakrishnan, K. Beyer, G. Chen, D. Donjerkovic, S. Lawande, J. Myllymaki, K. Wenger",International Conference on Management of Data,253379
1853,Picture programming project,1997,"Nita Goyal, Charles Hoch, Ravi Krishnamurthy, Brian Meckler, Michael Suchow, Moshe Zloof",International Conference on Management of Data,253377
1854,Delaunay: a database visualization system,1997,"Isabel F. Cruz, M. Averbuch, Wendy T. Lucas, Melissa Radzyminski, Kirby Zhang",International Conference on Management of Data,253376
1855,Query optimization at the crossroads,1997,Surajit Chaudhuri,International Conference on Management of Data,253374
1856,Disjunctive datalog,1997,"Thomas Eiter, Georg Gottlob, Heikki Mannila",ACM Transactions on Database Systems (TODS),261126
