id,https://www.scads.de/movieBenchmark/ontology/primaryProfessions,https://www.scads.de/movieBenchmark/ontology/name,http://dbpedia.org/ontology/birthYear,http://dbpedia.org/ontology/deathYear,entityUrl,https://www.scads.de/movieBenchmark/ontology/isAdult,https://www.scads.de/movieBenchmark/ontology/genre_list,https://www.scads.de/movieBenchmark/ontology/startYear,https://www.scads.de/movieBenchmark/ontology/runtimeMinutes,https://www.scads.de/movieBenchmark/ontology/title,https://www.scads.de/movieBenchmark/ontology/originalTitle,http://dbpedia.org/ontology/episodeNumber,http://dbpedia.org/ontology/seasonNumber,https://www.scads.de/movieBenchmark/ontology/endYear
3826,actress,Kristina Petrushina,1997-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm8356281,,,,,,,,,
3827,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0630882,0,Drama,1959-01-01,30,Incident in India,Incident in India,17,6,
3828,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0657701,0,"Adventure,Drama,Family",1960-01-01,30,The Canary,The Canary,7,1,
3829,actress,Molly McLucas,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0572954,,,,,,,,,
3830,"actor,producer",Ray Gordon,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0330538,,,,,,,,,
3831,actor,Raoul De Leon,1905-01-01,1972-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0209676,,,,,,,,,
3832,actor,Seth Yorra,1945-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0948839,,,,,,,,,
3833,"director,producer,writer",Jeannot Szwarc,1939-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0844358,,,,,,,,,
3834,writer,Stefan Gommermann,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0327137,,,,,,,,,
3835,,Shane Petty,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm4232144,,,,,,,,,
3836,"actress,make_up_department",Allura Eden,1977-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1282936,,,,,,,,,
3837,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt6411844,0,Drama,2017-01-01,48,Chapter 59,Chapter 59,7,5,
3838,"actor,soundtrack",Mitsuru Hirata,1953-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0386294,,,,,,,,,
3839,"composer,music_department,sound_department",Mark Kueffner,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm5728813,,,,,,,,,
3840,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0584706,0,Drama,1964-01-01,60,Der Gast,Der Gast,5,2,
3841,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0242203,0,Drama,1963-01-01,60,Die fünfte Kolonne,Die fünfte Kolonne,,,1968-01-01
3842,"actor,soundtrack",Arthur Batanides,1923-01-01,2000-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0060701,,,,,,,,,
3843,"editor,assistant_director,director",Adolf Schlyssleder,1909-01-01,1995-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0772507,,,,,,,,,
3844,editor,Stephen A. Hicks,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1549594,,,,,,,,,
3845,actress,Gina Gillespie,1951-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0318935,,,,,,,,,
3846,actor,Rudy Bond,1912-01-01,1982-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0094036,,,,,,,,,
3847,"director,producer,actor",Marc Daniels,1912-01-01,1989-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0200022,,,,,,,,,
3848,"actor,soundtrack",John Stephenson,1923-01-01,2015-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0827267,,,,,,,,,
3849,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0631007,0,Drama,1955-01-01,30,The Last Spring,The Last Spring,8,3,
3850,actor,Jack Jordan,1903-01-01,1984-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0429982,,,,,,,,,
3851,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0657683,0,"Adventure,Drama,Family",1961-01-01,30,Teddy's Exam,Teddy's Exam,18,1,
3852,"actor,casting_director",Werner Klemperer,1920-01-01,2000-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0459252,,,,,,,,,
3853,actor,Reis Fernando,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm8132425,,,,,,,,,
3854,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0630845,0,Drama,1958-01-01,30,Dear Milkman,Dear Milkman,15,5,
3855,actor,Franz Köchel,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm3384770,,,,,,,,,
3856,"actor,writer,producer",Jack Behr,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0066986,,,,,,,,,
3857,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0822288,0,"Action,Adventure,Animation",2006-01-01,22,Powerless in the Face of Death,Powerless in the Face of Death,1,2,
3858,actor,Kim Spalding,1915-01-01,2000-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0816719,,,,,,,,,
3859,"actress,director,writer",Susan Oliver,1932-01-01,1990-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0647010,,,,,,,,,
3860,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0348904,0,"Drama,History,Romance",2003-01-01,1084,Seven Women,A Casa das Sete Mulheres,,,
3861,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0505678,0,Adventure,1961-01-01,60,The Feather Cloak,The Feather Cloak,20,2,
3862,actress,Kathleen Murray,1928-01-01,1969-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0615103,,,,,,,,,
3863,"editor,camera_department,producer",Ivan Victor,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0896113,,,,,,,,,
3864,"actor,writer,music_department",Don Francks,1932-01-01,2016-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0290475,,,,,,,,,
3865,"director,production_manager,producer",Anton Leader,1913-01-01,1988-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0494903,,,,,,,,,
3866,actor,David Baïot,1983-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm3530343,,,,,,,,,
3867,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0604341,0,"Crime,Drama,Mystery",1997-01-01,,Betrayal,Betrayal,12,5,
3868,,James Wu,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm8615755,,,,,,,,,
3869,actress,Claudia Barrett,1929-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0057092,,,,,,,,,
3870,"actor,soundtrack",Robert Emmett O'Connor,1885-01-01,1962-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0640495,,,,,,,,,
3871,"director,actor,producer",Robert Douglas,1909-01-01,1999-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0001888,,,,,,,,,
3872,"director,assistant_director,producer",Gerd Oswald,1919-01-01,1989-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0652631,,,,,,,,,
3873,actor,Evan Elliott,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0254453,,,,,,,,,
3874,"director,assistant_director,editor",Laslo Benedek,1905-01-01,1992-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0070670,,,,,,,,,
3875,writer,Jane Sparkes,1937-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm3158163,,,,,,,,,
3876,"soundtrack,music_department,composer",Mick Jones,1955-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0428851,,,,,,,,,
3877,writer,Alois Jirásek,1851-01-01,1930-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0423173,,,,,,,,,
3878,"animation_department,art_department,director",Easy de la Rosa,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm2262141,,,,,,,,,
3879,actor,Robin Laing,1976-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0481927,,,,,,,,,
3880,actress,Doris Petrie,1918-01-01,2000-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0677954,,,,,,,,,
3881,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt3513862,0,Drama,2015-01-01,59,Chapter 27,Chapter 27,1,3,
3882,actress,Mary Carrillo,1919-01-01,2009-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0140518,,,,,,,,,
3883,actor,Vernon Rich,1906-01-01,1978-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0723731,,,,,,,,,
3884,"writer,actor",Noel Behn,1928-01-01,1998-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0066949,,,,,,,,,
3885,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0249405,0,Drama,1965-01-01,60,Blumen für Zimmer 19,Blumen für Zimmer 19,4,3,
3886,"actor,soundtrack",Otto Kruger,1885-01-01,1974-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0472603,,,,,,,,,
3887,composer,Marcos Azambuja,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm2156285,,,,,,,,,
3888,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0584701,0,Drama,1965-01-01,58,Besuch von drüben,Besuch von drüben,6,3,
3889,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0739358,0,"Action,Adventure,Animation",2004-01-01,22,Tag-Sale: You're It!,Tag-Sale: You're It!,10,1,
3890,"actress,soundtrack",Kristen Bone,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0094221,,,,,,,,,
3891,"actor,make_up_department,miscellaneous",Noel De Souza,1925-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0211808,,,,,,,,,
3892,actress,Minh Chau,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0154240,,,,,,,,,
3893,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0658772,0,"Action,Drama,Mystery",2001-01-01,,Over My Dead Body: Part 2,Over My Dead Body: Part 2,11,1,
3894,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0631002,0,Drama,1960-01-01,30,The Hired Hand,The Hired Hand,18,7,
3895,actor,Kim Knuckey,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0461694,,,,,,,,,
3896,actor,Ricardo Dalmacci,1972-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0198132,,,,,,,,,
3897,"producer,writer,composer",Mark Shekter,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0790948,,,,,,,,,
3898,"editor,camera_department,producer",Scott C. Dorough,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1841448,,,,,,,,,
3899,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0630840,0,Drama,1960-01-01,30,Crisis in 114,Crisis in 114,21,7,
3900,actress,Bibiane Zeller,1928-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0954599,,,,,,,,,
3901,"actor,stunts",Gene Mack,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0532984,,,,,,,,,
3902,actress,Kate Fitzgerald,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0280293,,,,,,,,,
3903,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0520127,0,Adventure,1962-01-01,,Empty Village,Empty Village,16,1,
3904,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0505673,0,Adventure,1961-01-01,60,The Closing Circle,The Closing Circle,5,3,
3905,"director,producer",Gordon Davidson,1933-01-01,2016-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0203331,,,,,,,,,
3906,actress,Gabriela Vergara,1974-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1146456,,,,,,,,,
3907,"director,producer,editor",William F. Claxton,1914-01-01,1996-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0165493,,,,,,,,,
3908,"director,writer,producer",Boris Sagal,1923-01-01,1981-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0755963,,,,,,,,,
3909,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0343963,0,"Drama,Romance",2001-01-01,60,Latin Lover,Latin Lover,,,
3910,writer,Jane Avery,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1038792,,,,,,,,,
3911,actor,Michel Gill,1960-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0318703,,,,,,,,,
3912,"actress,director,writer",Clare Holman,1964-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0391600,,,,,,,,,
3913,actor,Freeman Hammond,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1527733,,,,,,,,,
3914,"writer,director,actor",Harald Zusanek,1922-01-01,1989-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm1320524,,,,,,,,,
3915,"producer,miscellaneous",Karen Moore,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1027122,,,,,,,,,
3916,"actor,producer,soundtrack",Dick Powell,1904-01-01,1963-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0694090,,,,,,,,,
3917,actor,Maurice Manson,1913-01-01,2002-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0543939,,,,,,,,,
3918,actress,Nimisha Sajayan,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm9016782,,,,,,,,,
3919,"actor,soundtrack",Paul Cavanagh,1888-01-01,1964-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0146905,,,,,,,,,
3920,"actor,soundtrack",Roy Roberts,1906-01-01,1975-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0731507,,,,,,,,,
3921,actor,Skyelar Pollack,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1532701,,,,,,,,,
3922,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0505636,0,Adventure,1960-01-01,60,Castaways,Castaways,13,1,
3923,composer,Richard Rijnvos,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1506907,,,,,,,,,
3924,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0739353,0,"Action,Adventure,Animation",2004-01-01,22,Home Insecurity,Home Insecurity,3,1,
3925,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0604439,0,"Crime,Drama,Mystery",1999-01-01,,The Why Chromosome,The Why Chromosome,21,7,
3926,"miscellaneous,producer",Steven Baruch,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0059428,,,,,,,,,
3927,"actor,writer,director",Timo Torikka,1958-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0868039,,,,,,,,,
3928,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt1028345,0,"Biography,Comedy,Documentary",2006-01-01,,Geoffrey Chaucer,Geoffrey Chaucer,4,3,
3929,"cinematographer,camera_department,writer",Franz Xaver Lederle,1931-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0005771,,,,,,,,,
3930,"camera_department,cinematographer,producer",Damon Crump,1964-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1199115,,,,,,,,,
3931,"writer,miscellaneous,producer",Pete Sinclair,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0801703,,,,,,,,,
3932,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0630975,0,Drama,1959-01-01,30,The Break-Off,The Break-Off,14,6,
3933,"actor,soundtrack",Jeremy Northam,1961-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0000562,,,,,,,,,
3934,actress,Jennie Lynn,1946-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0528706,,,,,,,,,
3935,"director,actor,writer",William Dieterle,1893-01-01,1972-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0226189,,,,,,,,,
3936,"writer,assistant_director,director",Emiko Hiramatsu,1967-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1323078,,,,,,,,,
3937,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0133316,0,,1984-01-01,,Six Centuries of Verse,Six Centuries of Verse,,,
3938,,Andy Simon,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm2439697,,,,,,,,,
3939,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt7320878,0,"Crime,Drama,Mystery",2019-01-01,59,Hunters in the Dark,Hunters in the Dark,6,3,
3940,,Tom Porter,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm3097940,,,,,,,,,
3941,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0520122,0,Adventure,1962-01-01,,A Rooster Named Red,A Rooster Named Red,37,1,
3942,actor,Walter Coy,1909-01-01,1974-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0185341,,,,,,,,,
3943,"composer,music_department,sound_department",Edward Williams,1921-01-01,2013-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm1025779,,,,,,,,,
3944,writer,Grete Reiner,1892-01-01,1944-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm2294597,,,,,,,,,
3945,"actor,soundtrack",Edward Andrews,1914-01-01,1985-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0028647,,,,,,,,,
3946,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0372844,0,"Animation,Family",1978-01-01,5,Cvrcek a stroj,Cvrcek a stroj,1,1,
3947,"actor,miscellaneous,writer",James Kee,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0444339,,,,,,,,,
3948,"actor,soundtrack",Gordon Boyd,1922-01-01,2009-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0101775,,,,,,,,,
3949,"actor,director,composer",Tadanobu Asano,1973-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0038355,,,,,,,,,
3950,actress,Eleanor Moore,1906-01-01,1991-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0601163,,,,,,,,,
3951,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0551418,0,Comedy,2001-01-01,29,The Shrimp Incident,The Shrimp Incident,4,2,
3952,"cinematographer,camera_department,writer",Conrad L. Hall,1926-01-01,2003-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0005734,,,,,,,,,
3953,producer,Tyler l Christopher,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm8831524,,,,,,,,,
3954,actor,Morris Ankrum,1897-01-01,1964-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0030194,,,,,,,,,
3955,"director,producer,editor",Keith Truesdell,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0874133,,,,,,,,,
3956,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0630938,0,Drama,1955-01-01,30,Reunion,Reunion,3,3,
3957,"actress,producer",Caroline Aaron,1952-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0000715,,,,,,,,,
3958,"writer,producer,director",Sally Wainwright,1964-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0906550,,,,,,,,,
3959,"actor,writer",George Mitchell,1905-01-01,1972-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0593355,,,,,,,,,
3960,"composer,music_department,soundtrack",Jeff Rona,1957-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0006258,,,,,,,,,
3961,"actress,soundtrack,producer",Kath Soucie,1953-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0815718,,,,,,,,,
3962,actress,Vicki Lee,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0498408,,,,,,,,,
3963,"miscellaneous,writer,script_department",Julie Rutterford,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0752177,,,,,,,,,
3964,actress,Linda Lowell,1945-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0523099,,,,,,,,,
3965,"actor,soundtrack",Scott Brady,1924-01-01,1985-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0103722,,,,,,,,,
3966,"editor,assistant_director",Lyubov Georgieva,1937-01-01,1993-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm2080385,,,,,,,,,
3967,actor,Tom Helmore,1904-01-01,1995-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0375738,,,,,,,,,
3968,actor,Allen Jung,1909-01-01,1982-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0432507,,,,,,,,,
3969,"writer,actor,producer",Craig Ferguson,1962-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0272401,,,,,,,,,
3970,,Annie Albers,1899-01-01,1994-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0016435,,,,,,,,,
3971,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0505631,0,Adventure,1960-01-01,60,Beached,Beached,29,1,
3972,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0394816,0,"Action,Drama,Mystery",2002-01-01,45,"Help Wanted, Male","Help Wanted, Male",12,2,
3973,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0604434,0,"Crime,Drama,Mystery",1999-01-01,,The Same Coin,The Same Coin,12,7,
3974,"actor,miscellaneous,soundtrack",Robert Foulk,1908-01-01,1989-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0288311,,,,,,,,,
3975,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0941538,0,Drama,1971-01-01,,Episode #1.4,Episode #1.4,4,1,
3976,actor,Kevin Hanchard,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0359322,,,,,,,,,
3977,"actor,writer,producer",Paul F. Tompkins,1968-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0006670,,,,,,,,,
3978,"director,actor,producer",Jud Taylor,1932-01-01,2008-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0852676,,,,,,,,,
3979,writer,Aleksandr Ostrovskiy,1823-01-01,1886-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0652534,,,,,,,,,
3980,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt1110881,0,Drama,1999-01-01,20,Episode #2.7,Episode #2.7,7,2,
3981,actress,Daniele Rodrigues,1971-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0735086,,,,,,,,,
3982,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0630970,0,Drama,1957-01-01,30,The Bad Apple,The Bad Apple,21,4,
3983,actor,Ivan Dimov,1897-01-01,1965-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0227468,,,,,,,,,
3984,"director,producer,miscellaneous",Michael Lehmann,1957-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0499724,,,,,,,,,
3985,"writer,producer",John Kneubuhl,1920-01-01,1992-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0460711,,,,,,,,,
3986,"actor,writer,director",Alexander May,1927-01-01,2008-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0561860,,,,,,,,,
3987,"writer,miscellaneous",Jean Holloway,1917-01-01,1989-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0391318,,,,,,,,,
3988,actor,Bruce Spence,1945-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0817748,,,,,,,,,
3989,"animation_department,director,writer",James Davis,1901-01-01,1982-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0204745,,,,,,,,,
3990,"actor,writer",Kulvinder Ghir,1965-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0315792,,,,,,,,,
3991,actor,Robert J. Cannon,1913-01-01,2009-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0134258,,,,,,,,,
3992,"actress,soundtrack,writer",Rosalind Russell,1907-01-01,1976-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0751426,,,,,,,,,
3993,"writer,actor",Frank Chase,1923-01-01,2004-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0153759,,,,,,,,,
3994,actor,Dick Rich,1909-01-01,1967-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0723634,,,,,,,,,
3995,director,John Crowley,1969-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1259871,,,,,,,,,
3996,"writer,producer,director",Luc Besson,1959-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0000108,,,,,,,,,
3997,"actor,producer,director",Franco Nero,1941-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0626259,,,,,,,,,
3998,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0716918,0,"Animation,Comedy,Fantasy",1993-01-01,21,While the Cat's Away,While the Cat's Away,1,1,
3999,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt7576200,0,Drama,2018-01-01,57,Chapter 71,Chapter 71,6,6,
4000,"actor,miscellaneous",Nick Borgani,1904-01-01,1987-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0096470,,,,,,,,,
4001,"director,sound_department,assistant_director",Boots Plata,,2011-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm1007880,,,,,,,,,
4002,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt1484411,0,Comedy,2009-01-01,29,Vehicular Fellatio,Vehicular Fellatio,2,7,
4003,"cinematographer,camera_department,special_effects",Elena Petrova,1908-01-01,2000-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0678241,,,,,,,,,
4004,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0941380,0,Reality-TV,2007-01-01,44,Poo Pot Maker,Poo Pot Maker,2,3,
4005,"miscellaneous,assistant_director,camera_department",Adam Bradley,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1844752,,,,,,,,,
4006,,Bill Parker III,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm3362906,,,,,,,,,
4007,actress,Jerrilyn Flannery,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0281207,,,,,,,,,
4008,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0911901,0,"Action,Adventure,Animation",1995-01-01,13,Episode #1/Episode #2,Episode #1/Episode #2,1,1,
4009,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0551413,0,Comedy,2005-01-01,31,The Larry David Sandwich,The Larry David Sandwich,1,5,
4010,"actor,director,writer",Erwin Strahl,1929-01-01,2011-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0833138,,,,,,,,,
4011,actor,George Selk,1893-01-01,1967-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0758475,,,,,,,,,
4012,writer,Stuart Kaminsky,1934-01-01,2009-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0436757,,,,,,,,,
4013,"writer,producer,soundtrack",Edward J. Lakso,1932-01-01,2009-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0482303,,,,,,,,,
4014,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0630933,0,Drama,1960-01-01,30,"Plain, Unmarked Envelope","Plain, Unmarked Envelope",24,7,
4015,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0089374,0,"Action,Comedy,Crime",1985-01-01,100,Police Story,Ging chaat goo si,,,
4016,"actress,director,writer",Fala Chen,1982-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm2371196,,,,,,,,,
4017,actress,Justine Chase,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0153791,,,,,,,,,
4018,"actor,miscellaneous",Shepperd Strudwick,1907-01-01,1983-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0791805,,,,,,,,,
