id,https://www.scads.de/movieBenchmark/ontology/name,http://xmlns.com/foaf/0.1/gender,entityUrl,https://www.scads.de/movieBenchmark/ontology/title,https://www.scads.de/movieBenchmark/ontology/release_year,http://dbpedia.org/ontology/episodeNumber,http://dbpedia.org/ontology/releaseDate,http://dbpedia.org/ontology/seasonNumber,http://dbpedia.org/ontology/abstract,https://www.scads.de/movieBenchmark/ontology/company_type,https://www.scads.de/movieBenchmark/ontology/origin_country,https://www.scads.de/movieBenchmark/ontology/known_for_department,https://www.scads.de/movieBenchmark/ontology/in_production,https://www.scads.de/movieBenchmark/ontology/last_air_date,https://www.scads.de/movieBenchmark/ontology/original_language,https://www.scads.de/movieBenchmark/ontology/languages,https://www.scads.de/movieBenchmark/ontology/status,https://www.scads.de/movieBenchmark/ontology/genre_list,https://www.scads.de/movieBenchmark/ontology/originalTitle,http://xmlns.com/foaf/0.1/homepage,http://dbpedia.org/ontology/numberOfEpisodes,http://dbpedia.org/ontology/numberOfSeasons,http://dbpedia.org/ontology/runtime,http://dbpedia.org/ontology/budget,https://www.scads.de/movieBenchmark/ontology/revenue,https://www.scads.de/movieBenchmark/ontology/production_countries,https://www.scads.de/movieBenchmark/ontology/spoken_languages,http://dbpedia.org/ontology/birthDate,https://www.scads.de/movieBenchmark/ontology/birthPlace,https://www.scads.de/movieBenchmark/ontology/tagline,https://www.scads.de/movieBenchmark/ontology/also_known_as
5253,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode198974,Penguin Keeper,2006-01-01,24,2006-12-05,2,,,,,,,,,,,,,,,,,,,,,,,
5254,Don Roy King,2,https://www.scads.de/movieBenchmark/resource/TMDB/person217361,,,,,,,,,Directing,,,,,,,,,,,,,,,,,,,
5255,Bernard Hall,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1776538,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5256,Govindrajulu Subba Rao,0,https://www.scads.de/movieBenchmark/resource/TMDB/person2004838,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5257,Raymond Bowers,2,https://www.scads.de/movieBenchmark/resource/TMDB/person153227,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5258,Alex Graves,2,https://www.scads.de/movieBenchmark/resource/TMDB/person1177777,,,,,,,,,Directing,,,,,,,,,,,,,,,,,,,
5259,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1622020,F-O– FOLLOW T-H-R– THROUGH,2018-01-01,7,2018-12-07,3,"The DiMeos realize they have great intentions but lack follow-through when it comes to … everything. Vowing to change, Ray and Dylan take on government bureaucracy; Kenneth helps JJ prepare for college; and Maya tries to reconnect with Jimmy.",,,,,,,,,,,,,,,,,,,,,,
5260,Charles F. Haas,,https://www.scads.de/movieBenchmark/resource/TMDB/person100664,,,,,,,,,Directing,,,,,,,,,,,,,,,,,,,
5261,Youta Tsuruoka,2,https://www.scads.de/movieBenchmark/resource/TMDB/person24003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5262,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode506580,The Club,1961-01-01,10,1961-11-20,2,,,,,,,,,,,,,,,,,,,,,,,
5263,Freddie Fox,2,https://www.scads.de/movieBenchmark/resource/TMDB/person1014931,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5264,Tomoyuki Itamura,2,https://www.scads.de/movieBenchmark/resource/TMDB/person1366249,,,,,,,,,Writing,,,,,,,,,,,,,,,,,,,
5265,Gérard Lartigau,2,https://www.scads.de/movieBenchmark/resource/TMDB/person32322,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5266,Dorotea Toncheva,1,https://www.scads.de/movieBenchmark/resource/TMDB/person1043437,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5267,Mitchell Leisen,2,https://www.scads.de/movieBenchmark/resource/TMDB/person108914,,,,,,,,,Directing,,,,,,,,,,,,,,,,,,,
5268,,,https://www.scads.de/movieBenchmark/resource/TMDB/tvSeries1756,Pob's Programme,,,,,"'Pob's Programme is a children's television programme which was broadcast in the United Kingdom on Channel 4 between October 1985 and November 1987. The programme is presented by a puppet named Pob, who speaks a primitive version of English and who supposedly lives inside the viewer's TV. The opening titles of the show consist of the character breathing on the camera lens, and tracing his name in the condensation. Each week on the programme, a celebrity guest visits Pob's garden, and entertains him — though Pob and the guest never appear on screen together.Pob's Programme was created by Doug Wilcox and Anne Wood of Ragdoll Productions, which also created Rosie and Jim. Wood went on to create the Teletubbies.",,GB,,false,,en,en,Ended,Kids,Pob's Programme,,0,0,,,,,,,,,
5269,Chestnut Walnut Unlimited,,https://www.scads.de/movieBenchmark/resource/TMDB/company84681,,,,,,,productionCompany,,,,,,,,,,,,,,,,,,,,,
5270,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode694570,Letter to Loretta: Prisoner at One O'Clock,1953-01-01,3,1953-10-04,1,,,,,,,,,,,,,,,,,,,,,,,
5271,Yoshito Mikamo,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1627364,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5272,,,https://www.scads.de/movieBenchmark/resource/TMDB/tvSeries37189,F. L. Věk,1971-01-01,,1971-09-12,,,,XC,,false,1990-03-04,cs,cs,Ended,Drama,F. L. Věk,,13,1,60,,,,,,,,
5273,Joss Skottowe,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1551797,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5274,Everett Sloane,2,https://www.scads.de/movieBenchmark/resource/TMDB/person11027,,,,,,,,,Acting,,,,,,,,,,,,,,,,,,,
5275,Kyuemon Oda,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1647389,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5276,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1755179,Episode 1,2019-01-01,1,2019-05-11,3,,,,,,,,,,,,,,,,,,,,,,,
5277,Martin Landau,2,https://www.scads.de/movieBenchmark/resource/TMDB/person2641,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5278,Iain Smith,2,https://www.scads.de/movieBenchmark/resource/TMDB/person8374,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5279,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode324206,The Black Swan,2009-01-01,7,2009-11-01,7,Larry has bad luck on the same golf hole twice.,,,,,,,,,,,,,,,,,,,,,,
5280,Rodolfo Sciammarella,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1639159,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5281,Roman Weyl,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1940461,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5282,Florian Ferrier,1,https://www.scads.de/movieBenchmark/resource/TMDB/person1560880,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5283,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1185164,El Dentista,1999-01-01,4,1999-01-28,6,,,,,,,,,,,,,,,,,,,,,,,
5284,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode57926,Death of a Doxy (2),2002-01-01,2,2002-04-14,2,"A simple favor for a friend leads Archie to a dead body. The friend is arrested but Wolfe suspects the real murderer is still on the loose, though Archie isn't so sure. His investigations take him to the victim's sister, who is willing to go to any length to keep her sibling's transgressions a secret. Only a clever ruse by Wolfe finally flushes out the killer.",,,,,,,,,,,,,,,,,,,,,,
5285,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1038938,Go Fish,,25,,1,"Once again, Jacques demonstrates techniques to help you spend less time in the kitchen. Asparagus Custards and an Apple Skillet Cake can be done ahead, and re-heated. A quick Cold Black Bean Soup can be made in minutes and Slow-cooked Tuna Steaks with Tomato Relish free up the cook while the oven does most of the work.",,,,,,,,,,,,,,,,,,,,,,
5286,Tuomas Milonoff,2,https://www.scads.de/movieBenchmark/resource/TMDB/person221059,,,,,,,,,Acting,,,,,,,,,,,,,,,,,,,
5287,Megumi Hayashibara,1,https://www.scads.de/movieBenchmark/resource/TMDB/person40325,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5288,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1038558,Buffet's the Way ,2004-01-01,1,2004-10-02,1,"Jacques prepares a beautiful room temperature buffet in which all of the dishes can be prepared ahead. A menu of Pico de Gallo, Asparagus with Croutons and Chorizo, Melon and Prosciutto, Oven-Baked Salmon with Sun-Dried Tomato and Salsa Mayonnaise, Sweet Cheese Medley, and a gorgeous, layered Almond Cake with Berries is ideal for any celebratory gathering of family and friends.",,,,,,,,,,,,,,,,,,,,,,
5289,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode673174,Bamboo Derby II ~ Sponge Bridge,,18,,1,,,,,,,,,,,,,,,,,,,,,,,
5290,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode506543,Edwina's Escapade,1960-01-01,5,1960-10-16,1,,,,,,,,,,,,,,,,,,,,,,,
5291,Fausto Ancillai,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1661161,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5292,Ned Vukovic,2,https://www.scads.de/movieBenchmark/resource/TMDB/person25681,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5293,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode199131,Fish Squeezer,2011-01-01,1,2011-12-13,8,Mike travels to New Mexico to work as a Fish Squeezer with the Department of Game and Fish. Then he heads to Virginia to practice the ancient art of pet acupuncture on a goat named Lilly.,,,,,,,,,,,,,,,,,,,,,,
5294,SundanceTV,,https://www.scads.de/movieBenchmark/resource/TMDB/company270,,,,,,,network,US,,,,,,,,,,,,,,,,,,,,
5295,Radoslav Brzobohatý,2,https://www.scads.de/movieBenchmark/resource/TMDB/person137072,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5296,Genjiro Arato,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1050815,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5297,Phil Harris,0,https://www.scads.de/movieBenchmark/resource/TMDB/person57329,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5298,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode694533,When Queens Ride By,1961-01-01,21,1961-03-12,8,,,,,,,,,,,,,,,,,,,,,,,
5299,Jon Plowman,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1214466,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5300,Renato Terra,2,https://www.scads.de/movieBenchmark/resource/TMDB/person24708,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5301,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode324188,The Therapists,2007-01-01,9,2007-11-04,6,Larry tries to use Cheryl's therapist to get back into her good graces after getting bad advice from his own; Larry's miffed at Marty's participation level in an Alzheimer's walk,,,,,,,,,,,,,,,,,,,,,,
5302,Josie Pledge,0,https://www.scads.de/movieBenchmark/resource/TMDB/person2278073,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5303,Trigger Street Productions,,https://www.scads.de/movieBenchmark/resource/TMDB/company7626,,,,,,,productionCompany,US,,,,,,,,,,,,,,,,,,,,
5304,Sam Raimi,2,https://www.scads.de/movieBenchmark/resource/TMDB/person7623,,,,,,,,,Directing,,,,,,,,,,,,,,,,,,,
5305,Kari Skogland,,https://www.scads.de/movieBenchmark/resource/TMDB/person22140,,,,,,,,,Directing,,,,,,,,,,,,,,,,,,,
5306,Roman Ledenyov,0,https://www.scads.de/movieBenchmark/resource/TMDB/person995113,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5307,Ub Iwerks,2,https://www.scads.de/movieBenchmark/resource/TMDB/person123192,,,,,,,,,Directing,,,,,,,,,,,,,,,,,,,
5308,Lee Mun-sik,2,https://www.scads.de/movieBenchmark/resource/TMDB/person138509,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5309,Adelaide Clemens,1,https://www.scads.de/movieBenchmark/resource/TMDB/person205474,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5310,Derek Simmons,0,https://www.scads.de/movieBenchmark/resource/TMDB/person935877,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5311,Adolfo Linvel,2,https://www.scads.de/movieBenchmark/resource/TMDB/person1734861,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5312,Tony Morphett,,https://www.scads.de/movieBenchmark/resource/TMDB/person1218734,,,,,,,,,Writing,,,,,,,,,,,,,,,,,,,
5313,Strand Releasing,,https://www.scads.de/movieBenchmark/resource/TMDB/company3923,,,,,,,productionCompany,,,,,,,,,,,,,,,,,,,,,
5314,Kazunari Niigaki,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1481685,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5315,Jason Salkey,2,https://www.scads.de/movieBenchmark/resource/TMDB/person53246,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5316,ARTE France Cinéma,,https://www.scads.de/movieBenchmark/resource/TMDB/company94,,,,,,,productionCompany,FR,,,,,,,,,,,,,,,,,,,,
5317,Gancho Ganchev,2,https://www.scads.de/movieBenchmark/resource/TMDB/person1876272,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5318,Frederick B. Owens,0,https://www.scads.de/movieBenchmark/resource/TMDB/person175847,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5319,,,https://www.scads.de/movieBenchmark/resource/TMDB/tvSeries14081,Toma,1973-01-01,,1973-03-21,,Toma is an American crime drama series that ran on ABC in 1973 and 1974.,,US,,true,1974-05-10,en,en,Ended,,Toma,,22,1,"60, 48",,,,,,,,
5320,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode324201,Vehicular Fellatio,2009-01-01,2,2009-09-27,7,"Against the will of a renowned doctor, Larry tries his best to irritate Loretta. Once again, Larry causes issues in Richard Lewis' new relationship, and, after being unintentionally tipped off by Leon, takes advantage of the wife of a depressed friend.",,,,,,,,,,,,,,,,,,,,,,
5321,Raoul Coutard,2,https://www.scads.de/movieBenchmark/resource/TMDB/person3540,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5322,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode402767,Forbidden Island,1962-01-01,5,1962-03-20,1,,,,,,,,,,,,,,,,,,,,,,,
5323,Rob Kellum,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1351080,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5324,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1075016,Ballroom Dancing,2015-01-01,3,2015-06-15,2,"The gang decides to join Ash and Jess at a ballroom dancing class. Nimble on his feet, Stuart quickly becomes teacher's pet, leaving Freddie in a huff, while Violet becomes a hit with the amorous teacher in other ways.",,,,,,,,,,,,,,,,,,,,,,
5325,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode198932,Shrimper,2005-01-01,10,2005-10-18,1,"Mike goes to South Carolina and learns about shrimping.  He also helps study the shrimp population in order to find out when it's time to open the shrimping season.  Mike then goes to the swamps of Louisiana to catch some crawfish. Finally, Mike goes to Washington to clean up an illegal tire dump and recycle some tires.",,,,,,,,,,,,,,,,,,,,,,
5326,T.J. Miller,2,https://www.scads.de/movieBenchmark/resource/TMDB/person51990,,,,,,,,,Acting,,,,,,,,,,,,,,,,,,,
5327,,,https://www.scads.de/movieBenchmark/resource/TMDB/movie343277,Hexagon,1994-01-01,,1994-01-01,,,,,,,,en,,Released,,Hexagon,,,,60,0,0,Netherlands,,,,,
5328,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1380472,S-H–SHIPPING,2017-01-01,6,2017-11-01,2,JJ’s pressured to date a new student at school who also has cerebral palsy. Maya and Jimmy teach Ray and his girlfriend to think less. Dylan teams with Lafayette alumni to rebel against the school’s “no-prank” initiative.,,,,,,,,,,,,,,,,,,,,,,
5329,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode57921,The Silent Speaker (1),2002-01-01,13,2002-07-14,2,,,,,,,,,,,,,,,,,,,,,,,
5330,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1038933,Dining Al Fresco,,20,,1,"Take a little extra time at the grocery store or specialty market and introduce new ingredients to the pantry. Mirin, a sweet Japanese rice wine, adds crisp, light flavor to Sea Bass Gravlax with Cucumbers. Anchovies and tuna in oil are part of a quick sauce for Chicken Tonnato. A can of chestnut puree makes the dense Chestnut and Chocolate Cake an easy to prepare, at-home luxury. A different jam or vinegar makes Blueberries in Raspberry Sauce with Ice Cream and Summertime Salad sparkle.",,,,,,,,,,,,,,,,,,,,,,
5331,,,https://www.scads.de/movieBenchmark/resource/TMDB/tvSeries9051,La mujer en el espejo,,,,,La Mujer en el Espejo is the title of a Colombian telenovela that first aired in Colombia in 1997 and was later remade & aired again in Colombia in 2004 by Telemundo.,,CO,,false,,en,en,Ended,Mystery,La mujer en el espejo,http://msnlatino.telemundo.com/shows/Programas/article/content/Telemundo_Internacional_Programas-2009/Article/la_mujer_en_el_espejo,0,0,,,,,,,,,
5332,Clifton Lloyd Bryan,0,https://www.scads.de/movieBenchmark/resource/TMDB/person240745,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5333,Sue Whitaker,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1327144,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5334,,,https://www.scads.de/movieBenchmark/resource/TMDB/movie485068,Isabelita,1940-01-01,,1940-07-31,,"In order to seduce a humble man, a rich girl pretends to be a maid.",,,,,,es,,Released,Comedy,Isabelita,,,,79,0,0,Argentina,Español,,,,
5335,Billy Whitaker,0,https://www.scads.de/movieBenchmark/resource/TMDB/person143800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5336,Dieter Borsche,2,https://www.scads.de/movieBenchmark/resource/TMDB/person46053,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5337,Jayne Atkinson,1,https://www.scads.de/movieBenchmark/resource/TMDB/person18261,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5338,Bruno Lagoarde,0,https://www.scads.de/movieBenchmark/resource/TMDB/person2045166,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5339,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode199076,Bug Detective,2010-01-01,17,2010-11-28,6,Mike visits a forensic entomology lab where he helps inspect pig carcasses for maggots and other insects.,,,,,,,,,,,,,,,,,,,,,,
5340,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode311225,A Case of Do or Die,1999-01-01,14,1999-02-12,7,"Ballard and Bayliss are called to the scene of the mysterious death of a woman, whose body is found at the bottom of a forty-foot cliff. This victim was to be married the following morning. The two detectives work to determine whether the death was accidental or intentional (via murder or suicide). Meanwhile Sheppard and MGee begin investigating the death of a movie patron, whose body was discovered after the show ended and the theater cleared out. MGee mentions to Sheppard that his sister is about to have a baby, which means Gee is about to become a grandfather. Their investigation reveals that the movie patron was regularly loud and obnoxious and thus bad for business. When an overdose of a sedative is found in his bloodstream, the detectives question the theater owner, who was currently in litigation with the victim. Unfortunately for Ballard and Bayliss, their case remains unsolved.",,,,,,,,,,,,,,,,,,,,,,
5341,Jamie Young,0,https://www.scads.de/movieBenchmark/resource/TMDB/person2153622,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5342,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode694478,Mr. Wilson's Wife: Part 1,1959-01-01,26,1959-04-05,6,,,,,,,,,,,,,,,,,,,,,,,
5343,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1522773,Episode 8,2018-01-01,8,2018-09-02,2,,,,,,,,,,,,,,,,,,,,,,,
5344,Martin Jílek,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1438470,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5345,Gavin Free,2,https://www.scads.de/movieBenchmark/resource/TMDB/person1262848,,,,,,,,,Acting,,,,,,,,,,,,,,,,,,,
5346,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1340798,Feeling Friendless,2017-01-01,14,2017-08-08,4,"Feeling alienated, Mary Jane allows her own party to be transformed into a media event. Niecy returns to Atlanta invigorated and ready to set her dreams in motion. Patrick becomes a montor to a rowdy activist.",,,,,,,,,,,,,,,,,,,,,,
5347,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1408978,Episode 1,2016-01-01,1,2016-12-06,1,,,,,,,,,,,,,,,,,,,,,,,
5348,Lyudmila Savchenko,0,https://www.scads.de/movieBenchmark/resource/TMDB/person2303500,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5349,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode324183,The Lefty Call,2007-01-01,4,2007-09-30,6,"Larry regrets getting Cha-Cha a job in his building when she monitors his bathroom habits, and runs into further problems with her when he has to make phone calls 'lefty'; the Blacks and Larry are fed up with Cheryl's environmentally conscious, but uncomfortable, toilet paper; a waiter objects to a doggie bag actually being prepared for a dog.",,,,,,,,,,,,,,,,,,,,,,
5350,Eric Quizon,2,https://www.scads.de/movieBenchmark/resource/TMDB/person585909,,,,,,,,,Acting,,,,,,,,,,,,,,,,,,,
5351,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode521734,The Test,1963-01-01,31,1963-05-13,1,"When the shoot gate won't open, Stoney gets trampled by a bronc. He should only have a concussion, but he can't move his legs. The doctors can't find a reason for it, but it keeps him from the National Finals and may keep him from riding ever again.",,,,,,,,,,,,,,,,,,,,,,
5352,Alison Steadman,1,https://www.scads.de/movieBenchmark/resource/TMDB/person47699,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5353,NTV,,https://www.scads.de/movieBenchmark/resource/TMDB/company57,,,,,,,network,JP,,,,,,,,,,,,,,,,,,,,
5354,Cameron Mitchell,2,https://www.scads.de/movieBenchmark/resource/TMDB/person44728,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5355,Hiroshi Ito,0,https://www.scads.de/movieBenchmark/resource/TMDB/person551814,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5356,Siegfried Wischnewski,2,https://www.scads.de/movieBenchmark/resource/TMDB/person44348,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5357,Barry J. Kelly,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1562646,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5358,Nadir Zeynalov,0,https://www.scads.de/movieBenchmark/resource/TMDB/person2048340,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5359,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1072959,Episode 8,2014-01-01,8,2014-07-03,1,,,,,,,,,,,,,,,,,,,,,,,
5360,Susan Inge Wood,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1857476,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5361,Chen Amsalem,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1913341,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5362,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1278884,Getting Judged,2017-01-01,7,2017-02-28,4,A leaked story in the press about Mary Jane threatens to derail one of the most important moments of her career.,,,,,,,,,,,,,,,,,,,,,,
5363,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode603446,Angharad Arrives,1976-01-01,4,1976-01-19,1,"Saddened by Marged's death and by the failure of the strike, lanto and Owen have left for London. Their first letter home contains a cutting from The Times concerning Angharad and lestyn.",,,,,,,,,,,,,,,,,,,,,,
5364,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode516539,Death in a Heartbeat - The Body in the Bag,2005-01-01,3,2005-08-01,1,CI examines the Dr Victor Chang extortion murder as well as the horrific Jane Doe Case where a girl is found lying on the side of the road of an inner Sydney suburb wrapped in two plastic garbage bags.,,,,,,,,,,,,,,,,,,,,,,
5365,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1509348,Fun Factory,2017-01-01,42,2017-05-02,1,"When Stan tells Monty and Jimmy Jones that it's time to leave the park, Monty wonders why fun things have to come to an end.",,,,,,,,,,,,,,,,,,,,,,
5366,Jim Bridwell,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1275217,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5367,Ronald L. Carr,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1446663,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5368,Rosa Novell,1,https://www.scads.de/movieBenchmark/resource/TMDB/person1106348,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5369,Roger M. Rothstein,0,https://www.scads.de/movieBenchmark/resource/TMDB/person19128,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5370,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode199039,Spider Pharm,2009-01-01,6,2009-02-10,5,"Mike ventures to Payette, Idaho to learn how to make high quality bird food. Then he heads to Yarnell, Arizona to collect spiders from the desert to milk them for their venom.",,,,,,,,,,,,,,,,,,,,,,
5371,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode549439,Stealth Robber,1999-01-01,17,1999-06-19,1,"Ace and Cosmo were practicing their new act in the middle of a hard rainstorm when suddenly they crash into what seems to be an invisible helicopter. Cosmo ejects from the jet safely at the same time Ace enters the chopper. Just as Ace looks at the cargo, he hears a scarely and familiar voice and gets punched. This voice belongs to Faceless, and the punch comes from one of her henchmen. As for the crates, they contain $200 million stolen from Central Bank. Ace and Faceless are again rivals, Ace manages to get something while she shorts out the turbo reactor on his escape suit when he gets thrown out of the chopper. Ace dives safely into only for Capt. Friedrichs to arrest him. Vega wants 24 hours to help Ace and Cosmo find the stolen money. They go to work immediately and they learned that Faceless has acquired a camoflage technology which makes her seem like invisible. Angel works on enhancing some of Ace's equipment to fight Faceless. But Faceless sabotages the Magic Express but she",,,,,,,,,,,,,,,,,,,,,,
5372,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode324146,The Seder,2005-01-01,7,2005-11-13,5,"Cheryl puts on a Passover Seder, which Larry promptly finds numerous ways to ruin.",,,,,,,,,,,,,,,,,,,,,,
5373,Park Soo-jin,1,https://www.scads.de/movieBenchmark/resource/TMDB/person1257602,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5374,Chance Prophet,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1353263,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5375,Clayton Delery-Edwards,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1839481,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5376,Bob Mason,2,https://www.scads.de/movieBenchmark/resource/TMDB/person1075627,,,,,,,,,Acting,,,,,,,,,,,,,,,,,,,
5377,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode501565,Isaac Newton,2003-01-01,2,2003-10-14,1,"'He was a scientist who thought he could turn lead into gold. He wasan obsessive with a secret Swiss boyfriend. And, in the world of TheMark Steel Lectures, he likes Alphabetti Spaghetti and theCommunards.The contradictions of this fascinating character, half-scientist,half-magician, take us from Newton’s childhood penchant for arsonto the Houses of Parliament via Old Compton Street, discovering onthe way why God can’t draw circles and what Cliff Richard will bedoing in the year 3150. Mark Steel explores the world and the discoveries of Isaac Newton –surely one of Britain’s finest scientific alchemical gayfraud-busting genius MPs.",,,,,,,,,,,,,,,,,,,,,,
5378,Amy Danles,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1236985,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5379,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1382465,Episode 23,2003-01-01,23,2003-02-13,1,,,,,,,,,,,,,,,,,,,,,,,
5380,Jim Smith,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1881565,,,,,,,,,,,,,,,,,,,,,,,,,,,,
